Intel(R) Xeon(R) CPU D-1571 @ 1.30GHz
"m256","divpd","throughput","1.616323e+01","6.186883e-02"
"m256","rsqrtps","latency","7.013317e+00","1.425859e-01"
"m256","rsqrtps","throughput","2.006882e+00","4.982853e-01"
"m256","rcpps","latency","7.013340e+00","1.425854e-01"
"m256","rcpps","throughput","2.004963e+00","4.987623e-01"
"m256","sqrtps","latency","1.808487e+01","5.529484e-02"
"m256","sqrtps","throughput","1.409339e+01","7.095526e-02"
"m256","vperm2f128","latency","3.006833e+00","3.325758e-01"
"m256","vperm2f128","throughput","1.002868e+00","9.971400e-01"
"m256","pxor","latency","2.788529e-01","3.586120e+00"
"m256","pxor","throughput","2.780111e-01","3.596979e+00"
"m256","paddd","latency","1.002739e+00","9.972681e-01"
"m256","paddd","throughput","5.009634e-01","1.996154e+00"
"m256","vpermps","latency","3.008312e+00","3.324123e-01"
"m256","vpermps","throughput","1.003438e+00","9.965739e-01"
"m256","vpermpd","latency","3.006010e+00","3.326669e-01"
"m256","vpermpd","throughput","1.002575e+00","9.974315e-01"
"m256","vpmovsxwd","latency","3.006030e+00","3.326647e-01"
"m256","vpmovsxwd","throughput","1.003455e+00","9.965573e-01"
"m256","vpgatherdd","latency","2.115726e+01","4.726510e-02"
"m256","vpgatherdd","throughput","6.039028e+00","1.655896e-01"
"m256","gather32(<ld+ins>x8 + perm)","latency","1.703472e+01","5.870364e-02"
"m256","gather32(<ld+ins>x8 + perm)","throughput","8.018219e+00","1.247160e-01"
"m256","vgatherdpd","latency","1.819990e+01","5.494535e-02"
"m256","vgatherdpd","throughput","5.037717e+00","1.985026e-01"
"m256","gather64(<ld+ins>x4 + perm)","latency","1.217406e+01","8.214183e-02"
"m256","gather64(<ld+ins>x4 + perm)","throughput","4.007869e+00","2.495092e-01"
"m256","vpshufb","latency","1.006102e+00","9.939352e-01"
"m256","vpshufb","throughput","1.003021e+00","9.969881e-01"
"m256","vfmaps","latency","5.008734e+00","1.996512e-01"
"m256","vfmaps","throughput","5.014875e-01","1.994068e+00"
"m256","vfmapd","latency","5.008636e+00","1.996551e-01"
"m256","vfmapd","throughput","5.010047e-01","1.995989e+00"
"m128","vfmaps","latency","5.008727e+00","1.996515e-01"
"m128","vfmaps","throughput","5.016058e-01","1.993597e+00"
"m128","vfmapd","latency","5.008312e+00","1.996681e-01"
"m128","vfmapd","throughput","5.009094e-01","1.996369e+00"
