class,inst,l/t,cpi,ipc
"m256","vpermpd","latency","2.001621e+00","4.995951e-01"
"m256","vpermpd","throughput","2.000335e+00","4.999162e-01"
"m256","vpmovsxwd","latency","2.000231e+00","4.999422e-01"
"m256","vpmovsxwd","throughput","2.006091e+00","4.984819e-01"
"m256","vpgatherdd","latency","2.098003e+01","4.766438e-02"
"m256","vpgatherdd","throughput","2.000948e+01","4.997631e-02"
"m256","gather32(<ld+ins>x8 + perm)","latency","1.735889e+01","5.760737e-02"
"m256","gather32(<ld+ins>x8 + perm)","throughput","5.028299e+00","1.988744e-01"
"m256","vgatherdpd","latency","1.580182e+01","6.328386e-02"
"m256","vgatherdpd","throughput","1.200506e+01","8.329824e-02"
"m256","gather64(<ld+ins>x4 + perm)","latency","1.291982e+01","7.740046e-02"
"m256","gather64(<ld+ins>x4 + perm)","throughput","3.030365e+00","3.299933e-01"
"m256","vpshufb","latency","1.001292e+00","9.987095e-01"
"m256","vpshufb","throughput","1.000028e+00","9.999716e-01"
"m256","vfmaps","latency","5.005436e+00","1.997828e-01"
"m256","vfmaps","throughput","1.000034e+00","9.999659e-01"
"m256","vfmapd","latency","5.005187e+00","1.997927e-01"
"m256","vfmapd","throughput","1.000028e+00","9.999716e-01"
"m128","vfmaps","latency","5.000966e+00","1.999614e-01"
"m128","vfmaps","throughput","5.000282e-01","1.999887e+00"
"m128","vfmapd","latency","5.001020e+00","1.999592e-01"
"m128","vfmapd","throughput","5.000305e-01","1.999878e+00"
