class,inst,l/t,cpi,ipc
"m128","movaps [mem]","latency","8.000373e+00","1.249942e-01"
"m128","movaps [mem]","throughput","5.003295e-01","1.998683e+00"
"m128","movdqu [mem+1]","latency","8.000449e+00","1.249930e-01"
"m128","movdqu [mem+1]","throughput","5.000761e-01","1.999696e+00"
"m128","movdqu [mem+63] (cross cache)","latency","1.400072e+01","7.142491e-02"
"m128","movdqu [mem+63] (cross cache)","throughput","1.000327e+00","9.996735e-01"
"m128","movdqu [mem+2MB-1] (cross page)","latency","1.500087e+01","6.666280e-02"
"m128","movdqu [mem+2MB-1] (cross page)","throughput","3.771873e+00","2.651203e-01"
"m128","pcmpistri","throughput","3.000340e+00","3.332955e-01"
"m128","pcmpistri->movq","latency","1.200059e+01","8.332925e-02"
"m128","pcmpistrm","throughput","3.000256e+00","3.333049e-01"
"m128","pcmpistrm","latency","8.848392e+00","1.130149e-01"
"m128","pcmpestri","throughput","4.028063e+00","2.482583e-01"
"m128","pcmpestri->movq","latency","1.200059e+01","8.332921e-02"
"m128","pcmpestrm","throughput","5.028056e+00","1.988840e-01"
"m128","pcmpestrm","latency","9.000479e+00","1.111052e-01"
"reg64","popcnt","latency","3.000202e+00","3.333109e-01"
"reg64","popcnt","throughput","1.000165e+00","9.998355e-01"
"m128","aesenc","latency","4.000248e+00","2.499845e-01"
"m128","aesenc","throughput","1.000424e+00","9.995761e-01"
"m128","aesenclast","latency","4.000134e+00","2.499916e-01"
"m128","aesenclast","throughput","1.000027e+00","9.999733e-01"
"m128","aesdec","latency","4.000247e+00","2.499845e-01"
"m128","aesdec","throughput","1.000297e+00","9.997028e-01"
"m128","aesdeclast","latency","4.000250e+00","2.499844e-01"
"m128","aesdeclast","throughput","1.000025e+00","9.999752e-01"
"m128","pclmulqdq","latency","7.000359e+00","1.428498e-01"
"m128","pclmulqdq","throughput","1.000024e+00","9.999765e-01"
