class,inst,l/t,cpi,ipc
"m128","movdqu [mem+1]","latency","8.000450e+00","1.249930e-01"
"m128","movdqu [mem+1]","throughput","5.000354e-01","1.999858e+00"
"m128","movdqu [mem+63] (cross cache)","latency","1.400051e+01","7.142597e-02"
"m128","movdqu [mem+63] (cross cache)","throughput","1.000033e+00","9.999674e-01"
"m128","movdqu [mem+2MB-1] (cross page)","latency","1.500052e+01","6.666437e-02"
"m128","movdqu [mem+2MB-1] (cross page)","throughput","4.252828e+00","2.351377e-01"
"m128","pcmpistri","throughput","3.000161e+00","3.333154e-01"
"m128","pcmpistri->movq","latency","1.200040e+01","8.333057e-02"
"m128","pcmpistrm","throughput","3.000165e+00","3.333150e-01"
"m128","pcmpistrm","latency","8.905735e+00","1.122872e-01"
"m128","pcmpestri","throughput","4.027968e+00","2.482641e-01"
"m128","pcmpestri->movq","latency","1.300052e+01","7.692002e-02"
"m128","pcmpestrm","throughput","5.027958e+00","1.988879e-01"
"m128","pcmpestrm","latency","1.079387e+01","9.264516e-02"
"m256","movaps [mem]","throughput","5.000352e-01","1.999859e+00"
"m256","movaps [mem] -> movq","latency","9.000267e+00","1.111078e-01"
"m256","vmovdqu [mem+1]","throughput","5.000352e-01","1.999859e+00"
"m256","vmovdqu [mem+1] -> movq","latency","9.000897e+00","1.111000e-01"
"m256","vmovdqu [mem+63] (cross cache)","throughput","1.000031e+00","9.999691e-01"
"m256","vmovdqu [mem+63] (cross cache) -> movq","latency","1.400101e+01","7.142344e-02"
"m256","vmovdqu [mem+2MB-1] (cross page)","throughput","4.253078e+00","2.351238e-01"
"m256","vmovdqu [mem+2MB-1] (cross page) -> movq","latency","1.600091e+01","6.249644e-02"
"m256","vxorps","latency","2.222591e-01","4.499253e+00"
"m256","vxorps","throughput","2.222513e-01","4.499412e+00"
"m256","vmulps","latency","4.000154e+00","2.499904e-01"
"m256","vmulps","throughput","5.000252e-01","1.999899e+00"
"m256","vaddps","latency","4.000145e+00","2.499910e-01"
"m256","vaddps","throughput","5.000235e-01","1.999906e+00"
"m256","vdivps","latency","1.100057e+01","9.090439e-02"
"m256","vdivps","throughput","5.000278e+00","1.999889e-01"
"m256","vdivpd","latency","1.300051e+01","7.692006e-02"
"m256","vdivpd","throughput","8.000409e+00","1.249936e-01"
"m256","vrsqrtps","latency","4.000153e+00","2.499905e-01"
"m256","vrsqrtps","throughput","1.000182e+00","9.998178e-01"
"m256","vrcpps","latency","4.000146e+00","2.499909e-01"
"m256","vrcpps","throughput","1.000015e+00","9.999847e-01"
"m256","vsqrtps","latency","1.200040e+01","8.333058e-02"
"m256","vsqrtps","throughput","6.000270e+00","1.666592e-01"
"m256","vperm2f128","latency","3.000030e+00","3.333300e-01"
"m256","vperm2f128","throughput","1.000017e+00","9.999833e-01"
"m256","vpxor","latency","2.222580e-01","4.499275e+00"
"m256","vpxor","throughput","2.222572e-01","4.499292e+00"
"m256","vpaddd","latency","1.000033e+00","9.999667e-01"
"m256","vpaddd","throughput","3.333613e-01","2.999748e+00"
"m256","vpermps","latency","3.000146e+00","3.333171e-01"
"m256","vpermps","throughput","1.000185e+00","9.998148e-01"
"m256","vpermpd","latency","3.000145e+00","3.333172e-01"
"m256","vpermpd","throughput","1.000015e+00","9.999847e-01"
"m256","vpblendvb","latency","2.000023e+00","4.999943e-01"
"m256","vpblendvb","throughput","1.000045e+00","9.999546e-01"
"m256","vpmovmskb","throughput","1.000192e+00","9.998078e-01"
"m256","vpmovsxwd","latency","3.000162e+00","3.333153e-01"
"m256","vpmovsxwd","throughput","1.000029e+00","9.999708e-01"
"m256","vpgatherdd","latency","2.200076e+01","4.545297e-02"
"m256","vpgatherdd","throughput","5.000180e+00","1.999928e-01"
"m256","gather32(<ld+ins>x8 + perm)","latency","1.634897e+01","6.116592e-02"
"m256","gather32(<ld+ins>x8 + perm)","throughput","4.000262e+00","2.499836e-01"
"m256","vgatherdpd","latency","2.000064e+01","4.999841e-02"
"m256","vgatherdpd","throughput","3.000168e+00","3.333147e-01"
"m256","gather64(<ld+ins>x4 + perm)","latency","1.245153e+01","8.031142e-02"
"m256","gather64(<ld+ins>x4 + perm)","throughput","2.000047e+00","4.999883e-01"
"m256","vpshufb","latency","1.000024e+00","9.999763e-01"
"m256","vpshufb","throughput","5.000197e-01","1.999921e+00"
"m256","vfmaps","latency","4.000267e+00","2.499833e-01"
"m256","vfmaps","throughput","5.000184e-01","1.999926e+00"
"m256","vfmapd","latency","4.000146e+00","2.499908e-01"
"m256","vfmapd","throughput","5.001820e-01","1.999272e+00"
"m128","vfmaps","latency","4.000155e+00","2.499903e-01"
"m128","vfmaps","throughput","5.000246e-01","1.999902e+00"
"m128","vfmapd","latency","4.000268e+00","2.499832e-01"
"m128","vfmapd","throughput","5.000282e-01","1.999887e+00"
"m512","vfmaps","latency","4.000145e+00","2.499909e-01"
"m512","vfmaps","throughput","1.000028e+00","9.999718e-01"
"m512","vfmapd","latency","4.000153e+00","2.499904e-01"
"m512","vfmapd","throughput","1.000031e+00","9.999688e-01"
"m512","vfmaps reg, reg, [mem]","latency","4.000147e+00","2.499908e-01"
"m512","vfmaps reg, reg, [mem]","throughput","1.000033e+00","9.999674e-01"
"m512","vpexpandd","latency","3.000147e+00","3.333170e-01"
"m512","vpexpandd","throughput","2.000231e+00","4.999422e-01"
"m512","vplzcntq","latency","3.000154e+00","3.333162e-01"
"m512","vplzcntq","throughput","2.000219e+00","4.999453e-01"
"m512","vpconflictd","latency","2.644476e+01","3.781468e-02"
"m512","vpconflictd","throughput","1.939359e+01","5.156344e-02"
"m512","vpermt2d","latency","3.000021e+00","3.333310e-01"
"m512","vpermt2d","throughput","1.000019e+00","9.999809e-01"
"m512","vshufps","latency","1.000186e+00","9.998135e-01"
"m512","vshufps","throughput","1.000017e+00","9.999835e-01"
"m512","vrcp14pd","latency","6.000270e+00","1.666592e-01"
"m512","vrcp14pd","throughput","2.000041e+00","4.999897e-01"
"m512","vpternlogd","latency","1.000236e+00","9.997644e-01"
"m512","vpternlogd","throughput","5.000197e-01","1.999921e+00"
"m256","vpdpwssds","latency","5.000154e+00","1.999938e-01"
"m256","vpdpwssds","throughput","5.003887e-01","1.998447e+00"
"m256","vpdpwssd","latency","5.000152e+00","1.999939e-01"
"m256","vpdpwssd","throughput","5.006182e-01","1.997530e+00"
"m512","vpdpwssds","latency","5.000269e+00","1.999892e-01"
"m512","vpdpwssds","throughput","1.000017e+00","9.999826e-01"
"m512","vpdpwssd","latency","5.000150e+00","1.999940e-01"
"m512","vpdpwssd","throughput","1.000220e+00","9.997803e-01"
"reg64","popcnt","latency","3.000152e+00","3.333164e-01"
"reg64","popcnt","throughput","1.000114e+00","9.998859e-01"
"m128","aesenc","latency","3.000146e+00","3.333171e-01"
"m128","aesenc","throughput","5.000284e-01","1.999886e+00"
"m128","aesenclast","latency","3.000147e+00","3.333170e-01"
"m128","aesenclast","throughput","5.000284e-01","1.999886e+00"
"m128","aesdec","latency","3.000147e+00","3.333170e-01"
"m128","aesdec","throughput","5.000284e-01","1.999886e+00"
"m128","aesdeclast","latency","3.000146e+00","3.333171e-01"
"m128","aesdeclast","throughput","5.000273e-01","1.999891e+00"
"m128","pclmulqdq","latency","6.000270e+00","1.666592e-01"
"m128","pclmulqdq","throughput","1.000022e+00","9.999780e-01"
