class,inst,l/t,cpi,ipc
"m128","rsqrtps","throughput","1.000021e+00","9.999788e-01"
"m128","rcpps","latency","5.006612e+00","1.997359e-01"
"m128","rcpps","throughput","1.009147e+00","9.909363e-01"
"m128","blendps","latency","1.000189e+00","9.998112e-01"
"m128","blendps","throughput","5.000265e-01","1.999894e+00"
"m128","blendvps","latency","1.000018e+00","9.999824e-01"
"m128","blendvps","throughput","5.000392e-01","1.999843e+00"
"m128","pshufb","latency","1.000024e+00","9.999763e-01"
"m128","pshufb","throughput","5.003348e-01","1.998662e+00"
"m128","shufps","latency","1.000411e+00","9.995895e-01"
"m128","shufps","throughput","5.000178e-01","1.999929e+00"
"m128","pmullw","latency","3.001651e+00","3.331500e-01"
"m128","pmullw","throughput","1.000020e+00","9.999797e-01"
"m128","phaddd","latency","2.000193e+00","4.999516e-01"
"m128","phaddd","throughput","2.000187e+00","4.999532e-01"
"m128","haddps","latency","2.000044e+00","4.999890e-01"
"m128","haddps","throughput","2.003110e+00","4.992238e-01"
"m128","pinsrd","latency","1.703294e+00","5.870978e-01"
"m128","pinsrd","throughput","1.310640e+00","7.629862e-01"
"m128","pinsrd->pextr","latency","8.000448e+00","1.249930e-01"
"m128","dpps","latency","1.500205e+01","6.665755e-02"
"m128","dpps","throughput","4.000327e+00","2.499796e-01"
"m128","cvtps2dq","latency","4.000165e+00","2.499897e-01"
"m128","cvtps2dq","throughput","1.000015e+00","9.999854e-01"
"m128","pmovmskb","throughput","1.000020e+00","9.999803e-01"
"m128","pmovmskb->movq","latency","6.000334e+00","1.666574e-01"
"m128","movq->movq","latency","6.013564e+00","1.662907e-01"
"m128","movaps [mem]","latency","9.000813e+00","1.111011e-01"
"m128","movaps [mem]","throughput","5.004332e-01","1.998269e+00"
"m128","movdqu [mem+1]","latency","1.000060e+01","9.999396e-02"
"m128","movdqu [mem+1]","throughput","5.000309e-01","1.999876e+00"
"m128","movdqu [mem+63] (cross cache)","latency","1.100710e+01","9.085045e-02"
"m128","movdqu [mem+63] (cross cache)","throughput","1.000028e+00","9.999716e-01"
"m128","movdqu [mem+2MB-1] (cross page)","latency","1.102931e+01","9.066751e-02"
"m128","movdqu [mem+2MB-1] (cross page)","throughput","1.000233e+00","9.997674e-01"
"m128","pcmpistri","throughput","2.000187e+00","4.999532e-01"
"m128","pcmpistri->movq","latency","1.100452e+01","9.087179e-02"
"m128","pcmpistrm","throughput","2.000044e+00","4.999890e-01"
"m128","pcmpistrm","latency","7.000454e+00","1.428479e-01"
"m128","pcmpestri","throughput","3.000192e+00","3.333120e-01"
"m128","pcmpestri->movq","latency","1.100231e+01","9.088999e-02"
"m128","pcmpestrm","throughput","3.013018e+00","3.318931e-01"
"m128","pcmpestrm","latency","8.500591e+00","1.176389e-01"
"m256","movaps [mem]","latency","1.000338e+00","9.996619e-01"
"m256","movaps [mem]","throughput","1.007306e+00","9.927468e-01"
"m256","vmovdqu [mem+1]","latency","1.500034e+00","6.666514e-01"
"m256","vmovdqu [mem+1]","throughput","1.500188e+00","6.665830e-01"
"m256","vmovdqu [mem+63] (cross cache)","latency","1.500285e+00","6.665399e-01"
"m256","vmovdqu [mem+63] (cross cache)","throughput","1.500184e+00","6.665849e-01"
"m256","vmovdqu [mem+2MB-1] (cross page)","latency","1.500412e+00","6.664836e-01"
"m256","vmovdqu [mem+2MB-1] (cross page)","throughput","1.500037e+00","6.666503e-01"
"m256","vxorps","latency","5.000343e-01","1.999863e+00"
"m256","vxorps","throughput","5.002458e-01","1.999017e+00"
"m256","vmulps","latency","3.001214e+00","3.331985e-01"
"m256","vmulps","throughput","1.013203e+00","9.869692e-01"
"m256","vaddps","latency","3.000244e+00","3.333062e-01"
"m256","vaddps","throughput","1.000027e+00","9.999727e-01"
"m256","vdivps","latency","1.000059e+01","9.999407e-02"
"m256","vdivps","throughput","6.000537e+00","1.666518e-01"
"m256","vdivpd","latency","8.000481e+00","1.249925e-01"
"m256","vdivpd","throughput","8.005878e+00","1.249082e-01"
"m256","vrsqrtps","latency","5.000400e+00","1.999840e-01"
"m256","vrsqrtps","throughput","2.000166e+00","4.999586e-01"
"m256","vrcpps","latency","5.000306e+00","1.999878e-01"
"m256","vrcpps","throughput","2.000163e+00","4.999593e-01"
"m256","vsqrtps","latency","8.001563e+00","1.249756e-01"
"m256","vsqrtps","throughput","8.000445e+00","1.249930e-01"
"m256","vperm2f128","latency","3.000194e+00","3.333117e-01"
"m256","vperm2f128","throughput","3.209610e+00","3.115644e-01"
"m256","vpxor","latency","5.000352e-01","1.999859e+00"
"m256","vpxor","throughput","5.000345e-01","1.999862e+00"
"m256","vpaddd","latency","1.000030e+00","9.999699e-01"
"m256","vpaddd","throughput","6.666995e-01","1.499926e+00"
"m256","vpermps","latency","5.000301e+00","1.999880e-01"
"m256","vpermps","throughput","4.000216e+00","2.499865e-01"
"m256","vpermpd","latency","2.006287e+00","4.984331e-01"
"m256","vpermpd","throughput","2.000239e+00","4.999401e-01"
"m256","vpblendvb","latency","2.000933e+00","4.997669e-01"
"m256","vpblendvb","throughput","2.000168e+00","4.999580e-01"
"m256","vpmovmskb","throughput","1.000380e+00","9.996199e-01"
"m256","vpmovsxwd","latency","2.000175e+00","4.999562e-01"
"m256","vpmovsxwd","throughput","2.000040e+00","4.999899e-01"
"m256","vpgatherdd","latency","2.130687e+01","4.693321e-02"
"m256","vpgatherdd","throughput","2.000122e+01","4.999696e-02"
"m256","gather32(<ld+ins>x8 + perm)","latency","1.739013e+01","5.750389e-02"
"m256","gather32(<ld+ins>x8 + perm)","throughput","5.028104e+00","1.988821e-01"
"m256","vgatherdpd","latency","1.814049e+01","5.512532e-02"
"m256","vgatherdpd","throughput","1.200097e+01","8.332660e-02"
"m256","gather64(<ld+ins>x4 + perm)","latency","1.301593e+01","7.682891e-02"
"m256","gather64(<ld+ins>x4 + perm)","throughput","3.028116e+00","3.302383e-01"
"m256","vpshufb","latency","1.000281e+00","9.997191e-01"
"m256","vpshufb","throughput","1.000412e+00","9.995880e-01"
"m256","vfmaps","latency","5.002667e+00","1.998934e-01"
"m256","vfmaps","throughput","1.033206e+00","9.678609e-01"
"m256","vfmapd","latency","5.000989e+00","1.999605e-01"
"m256","vfmapd","throughput","1.000024e+00","9.999761e-01"
"m128","vfmaps","latency","5.000469e+00","1.999813e-01"
"m128","vfmaps","throughput","5.000328e-01","1.999869e+00"
"m128","vfmapd","latency","5.000348e+00","1.999861e-01"
"m128","vfmapd","throughput","5.000254e-01","1.999898e+00"
"reg64","popcnt","latency","1.000103e+00","9.998974e-01"
"reg64","popcnt","throughput","2.578312e-01","3.878506e+00"
"m128","aesenc","latency","4.000334e+00","2.499791e-01"
"m128","aesenc","throughput","5.000301e-01","1.999880e+00"
"m128","aesenclast","latency","4.000321e+00","2.499799e-01"
"m128","aesenclast","throughput","5.000280e-01","1.999888e+00"
"m128","aesdec","latency","4.000404e+00","2.499748e-01"
"m128","aesdec","throughput","5.116995e-01","1.954272e+00"
"m128","aesdeclast","latency","4.000398e+00","2.499751e-01"
"m128","aesdeclast","throughput","5.000301e-01","1.999880e+00"
"m128","plcmulqdq","latency","4.500374e+00","2.222037e-01"
"m128","plcmulqdq","throughput","2.000182e+00","4.999545e-01"
