class,inst,l/t,cpi,ipc
"m128","blendps","latency","1.001399e+00","9.986028e-01"
"m128","blendps","throughput","3.860438e-01","2.590380e+00"
"m128","blendvps","latency","1.000912e+00","9.990887e-01"
"m128","blendvps","throughput","6.667457e-01","1.499822e+00"
"m128","pshufb","latency","1.000084e+00","9.999161e-01"
"m128","pshufb","throughput","1.000903e+00","9.990974e-01"
"m128","shufps","latency","1.000075e+00","9.999250e-01"
"m128","shufps","throughput","1.000069e+00","9.999311e-01"
"m128","pmullw","latency","5.001284e+00","1.999486e-01"
"m128","pmullw","throughput","5.000782e-01","1.999687e+00"
"m128","phaddd","latency","3.001904e+00","3.331219e-01"
"m128","phaddd","throughput","2.001865e+00","4.995342e-01"
"m128","haddps","latency","3.000765e+00","3.332484e-01"
"m128","haddps","throughput","2.000297e+00","4.999257e-01"
"m128","pinsrd","latency","2.002035e+00","4.994919e-01"
"m128","pinsrd","throughput","2.000074e+00","4.999816e-01"
"m128","pinsrd->pexr","latency","6.002481e+00","1.665978e-01"
"m128","dpps","latency","1.300413e+01","7.689864e-02"
"m128","dpps","throughput","1.609037e+00","6.214899e-01"
"m128","cvtps2dq","latency","4.001316e+00","2.499178e-01"
"m128","cvtps2dq","throughput","5.000841e-01","1.999664e+00"
"reg64","popcnt","latency","3.000722e+00","3.332531e-01"
"reg64","popcnt","throughput","1.000019e+00","9.999812e-01"
"m128","aesenc","latency","4.001380e+00","2.499138e-01"
"m128","aesenc","throughput","1.000070e+00","9.999296e-01"
"m128","aesenclast","latency","4.000306e+00","2.499809e-01"
"m128","aesenclast","throughput","1.000839e+00","9.991617e-01"
"m128","aesdec","latency","4.001307e+00","2.499183e-01"
"m128","aesdec","throughput","1.000071e+00","9.999292e-01"
"m128","aesdeclast","latency","4.000236e+00","2.499852e-01"
"m128","aesdeclast","throughput","1.000068e+00","9.999324e-01"
"m256","movaps [mem]","latency","1.000084e+00","9.999157e-01"
"m256","movaps [mem]","throughput","5.000820e-01","1.999672e+00"
"m256","vmovdqu [mem+1]","latency","1.000086e+00","9.999140e-01"
"m256","vmovdqu [mem+1]","throughput","5.000795e-01","1.999682e+00"
"m256","vmovdqu [mem+63] (cross cache)","latency","1.000085e+00","9.999148e-01"
"m256","vmovdqu [mem+63] (cross cache)","throughput","1.002026e+00","9.979776e-01"
"m256","vmovdqu [mem+2MB-1] (cross page)","latency","3.943674e+00","2.535707e-01"
"m256","vmovdqu [mem+2MB-1] (cross page)","throughput","3.680670e+00","2.716896e-01"
"m256","xorps","latency","2.778655e-01","3.598863e+00"
"m256","xorps","throughput","2.786965e-01","3.588133e+00"
"m256","mulps","latency","4.003016e+00","2.498117e-01"
"m256","mulps","throughput","5.000723e-01","1.999711e+00"
"m256","addps","latency","4.000304e+00","2.499810e-01"
"m256","addps","throughput","5.000718e-01","1.999713e+00"
"m256","divps","latency","1.100197e+01","9.089278e-02"
"m256","divps","throughput","5.001075e+00","1.999570e-01"
"m256","divpd","latency","1.300180e+01","7.691245e-02"
"m256","divpd","throughput","8.000865e+00","1.249865e-01"
"m256","rsqrtps","latency","4.000642e+00","2.499599e-01"
"m256","rsqrtps","throughput","1.000075e+00","9.999252e-01"
"m256","rcpps","latency","4.000329e+00","2.499795e-01"
"m256","rcpps","throughput","1.000574e+00","9.994264e-01"
"m256","sqrtps","latency","1.200249e+01","8.331603e-02"
"m256","sqrtps","throughput","6.001158e+00","1.666345e-01"
"m256","vperm2f128","latency","3.000083e+00","3.333241e-01"
"m256","vperm2f128","throughput","1.000070e+00","9.999305e-01"
"m256","pxor","latency","2.778581e-01","3.598959e+00"
"m256","pxor","throughput","2.778602e-01","3.598932e+00"
"m256","paddd","latency","1.000075e+00","9.999248e-01"
"m256","paddd","throughput","3.334130e-01","2.999283e+00"
"m256","vpermps","latency","3.000193e+00","3.333119e-01"
"m256","vpermps","throughput","1.000076e+00","9.999241e-01"
"m256","vpermpd","latency","3.000198e+00","3.333114e-01"
"m256","vpermpd","throughput","1.000073e+00","9.999271e-01"
"m256","vpmovsxwd","latency","3.001085e+00","3.332129e-01"
"m256","vpmovsxwd","throughput","1.000335e+00","9.996655e-01"
"m256","vpgatherdd","latency","2.200223e+01","4.544993e-02"
"m256","vpgatherdd","throughput","5.001950e+00","1.999220e-01"
"m256","gather32(<ld+ins>x8 + perm)","latency","1.800392e+01","5.554345e-02"
"m256","gather32(<ld+ins>x8 + perm)","throughput","7.001848e+00","1.428194e-01"
"m256","vgatherdpd","latency","2.000201e+01","4.999498e-02"
"m256","vgatherdpd","throughput","4.000215e+00","2.499866e-01"
"m256","gather64(<ld+ins>x4 + perm)","latency","1.300257e+01","7.690786e-02"
"m256","gather64(<ld+ins>x4 + perm)","throughput","3.000230e+00","3.333078e-01"
"m256","vpshufb","latency","1.000882e+00","9.991185e-01"
"m256","vpshufb","throughput","1.000072e+00","9.999284e-01"
"m256","vfmaps","latency","4.000355e+00","2.499778e-01"
"m256","vfmaps","throughput","5.000750e-01","1.999700e+00"
"m256","vfmapd","latency","4.001223e+00","2.499236e-01"
"m256","vfmapd","throughput","5.000718e-01","1.999713e+00"
"m128","vfmaps","latency","4.000302e+00","2.499811e-01"
"m128","vfmaps","throughput","5.000740e-01","1.999704e+00"
"m128","vfmapd","latency","4.000341e+00","2.499787e-01"
"m128","vfmapd","throughput","5.000786e-01","1.999686e+00"
